route_id,mode,operator,departure_time,hour,weekday,stops_count,distance_km_est,scheduled_travel_time_min,observed_travel_time_min,passenger_count,frequency_min,trips_per_day_est,source
R0082,cable,Empresa SITP,2025-10-01T17:10:00,17,2,12,8.62,42,59.76,27,7,135,synthetic_generated_by_chatgpt
R0082,cable,Empresa SITP,2025-10-01T17:17:00,17,2,12,8.62,42,46.53,26,7,135,synthetic_generated_by_chatgpt
R0082,cable,Empresa SITP,2025-10-01T17:24:00,17,2,12,8.62,42,52.8,15,7,135,synthetic_generated_by_chatgpt
R0082,cable,Empresa SITP,2025-10-01T17:31:00,17,2,12,8.62,42,52.48,24,7,135,synthetic_generated_by_chatgpt
R0082,cable,Empresa SITP,2025-10-01T17:38:00,17,2,12,8.62,42,50.34,23,7,135,synthetic_generated_by_chatgpt
R0082,cable,Empresa SITP,2025-10-01T17:45:00,17,2,12,8.62,42,42.92,15,7,135,synthetic_generated_by_chatgpt
R0082,cable,Empresa SITP,2025-10-01T17:52:00,17,2,12,8.62,42,52.75,11,7,135,synthetic_generated_by_chatgpt
R0082,cable,Empresa SITP,2025-10-01T17:59:00,17,2,12,8.62,42,52.01,17,7,135,synthetic_generated_by_chatgpt
R0082,cable,Empresa SITP,2025-10-01T18:06:00,18,2,12,8.62,42,46.73,20,7,135,synthetic_generated_by_chatgpt
R0082,cable,Empresa SITP,2025-10-01T18:13:00,18,2,12,8.62,42,69.19,12,7,135,synthetic_generated_by_chatgpt
R0082,cable,Empresa SITP,2025-10-01T18:20:00,18,2,12,8.62,42,50.49,13,7,135,synthetic_generated_by_chatgpt
R0082,cable,Empresa SITP,2025-10-01T18:27:00,18,2,12,8.62,42,42.15,19,7,135,synthetic_generated_by_chatgpt
R0082,cable,Empresa SITP,2025-10-01T18:34:00,18,2,12,8.62,42,46.34,21,7,135,synthetic_generated_by_chatgpt
R0082,cable,Empresa SITP,2025-10-01T18:41:00,18,2,12,8.62,42,60.45,25,7,135,synthetic_generated_by_chatgpt
R0082,cable,Empresa SITP,2025-10-01T18:48:00,18,2,12,8.62,42,47.81,27,7,135,synthetic_generated_by_chatgpt
R0082,cable,Empresa SITP,2025-10-01T18:55:00,18,2,12,8.62,42,58.82,16,7,135,synthetic_generated_by_chatgpt
R0082,cable,Empresa SITP,2025-10-01T19:02:00,19,2,12,8.62,42,53.46,11,7,135,synthetic_generated_by_chatgpt
R0082,cable,Empresa SITP,2025-10-01T19:09:00,19,2,12,8.62,42,45.8,17,7,135,synthetic_generated_by_chatgpt
R0082,cable,Empresa SITP,2025-10-01T19:16:00,19,2,12,8.62,42,55.23,16,7,135,synthetic_generated_by_chatgpt
R0082,cable,Empresa SITP,2025-10-01T19:23:00,19,2,12,8.62,42,49.8,14,7,135,synthetic_generated_by_chatgpt
R0082,cable,Empresa SITP,2025-10-01T19:30:00,19,2,12,8.62,42,39.34,21,7,135,synthetic_generated_by_chatgpt
R0082,cable,Empresa SITP,2025-10-01T19:37:00,19,2,12,8.62,42,72.17,24,7,135,synthetic_generated_by_chatgpt
R0082,cable,Empresa SITP,2025-10-01T19:44:00,19,2,12,8.62,42,50.58,16,7,135,synthetic_generated_by_chatgpt
R0082,cable,Empresa SITP,2025-10-01T19:51:00,19,2,12,8.62,42,54.24,23,7,135,synthetic_generated_by_chatgpt
R0082,cable,Empresa SITP,2025-10-01T19:58:00,19,2,12,8.62,42,55.4,21,7,135,synthetic_generated_by_chatgpt
R0082,cable,Empresa SITP,2025-10-01T20:05:00,20,2,12,8.62,42,47.75,16,7,135,synthetic_generated_by_chatgpt
R0082,cable,Empresa SITP,2025-10-01T20:12:00,20,2,12,8.62,42,43.26,14,7,135,synthetic_generated_by_chatgpt
R0082,cable,Empresa SITP,2025-10-01T20:19:00,20,2,12,8.62,42,35.04,7,7,135,synthetic_generated_by_chatgpt
R0082,cable,Empresa SITP,2025-10-01T20:26:00,20,2,12,8.62,42,47.8,16,7,135,synthetic_generated_by_chatgpt
R0082,cable,Empresa SITP,2025-10-01T20:33:00,20,2,12,8.62,42,46.37,16,7,135,synthetic_generated_by_chatgpt
R0082,cable,Empresa SITP,2025-10-01T20:40:00,20,2,12,8.62,42,43.35,19,7,135,synthetic_generated_by_chatgpt
R0082,cable,Empresa SITP,2025-10-01T20:47:00,20,2,12,8.62,42,39.07,22,7,135,synthetic_generated_by_chatgpt
R0082,cable,Empresa SITP,2025-10-01T20:54:00,20,2,12,8.62,42,34.68,11,7,135,synthetic_generated_by_chatgpt
R0082,cable,Empresa SITP,2025-10-01T21:01:00,21,2,12,8.62,42,45.41,17,7,135,synthetic_generated_by_chatgpt
R0082,cable,Empresa SITP,2025-10-01T21:08:00,21,2,12,8.62,42,48.63,23,7,135,synthetic_generated_by_chatgpt
R0082,cable,Empresa SITP,2025-10-01T21:15:00,21,2,12,8.62,42,38.49,18,7,135,synthetic_generated_by_chatgpt
R0083,alimentador,Operador A,2025-10-01T04:04:00,4,2,15,16.65,54,54.77,25,20,58,synthetic_generated_by_chatgpt
R0083,alimentador,Operador A,2025-10-01T04:24:00,4,2,15,16.65,54,56.49,32,20,58,synthetic_generated_by_chatgpt
R0083,alimentador,Operador A,2025-10-01T04:44:00,4,2,15,16.65,54,64.41,25,20,58,synthetic_generated_by_chatgpt
R0083,alimentador,Operador A,2025-10-01T05:04:00,5,2,15,16.65,54,54.67,24,20,58,synthetic_generated_by_chatgpt
R0083,alimentador,Operador A,2025-10-01T05:24:00,5,2,15,16.65,54,50.24,40,20,58,synthetic_generated_by_chatgpt
R0083,alimentador,Operador A,2025-10-01T05:44:00,5,2,15,16.65,54,47.96,22,20,58,synthetic_generated_by_chatgpt
R0083,alimentador,Operador A,2025-10-01T06:04:00,6,2,15,16.65,54,64.47,29,20,58,synthetic_generated_by_chatgpt
R0083,alimentador,Operador A,2025-10-01T06:24:00,6,2,15,16.65,54,66.07,35,20,58,synthetic_generated_by_chatgpt
R0083,alimentador,Operador A,2025-10-01T06:44:00,6,2,15,16.65,54,64.8,32,20,58,synthetic_generated_by_chatgpt
R0083,alimentador,Operador A,2025-10-01T07:04:00,7,2,15,16.65,54,76.87,50,20,58,synthetic_generated_by_chatgpt
R0083,alimentador,Operador A,2025-10-01T07:24:00,7,2,15,16.65,54,58.11,33,20,58,synthetic_generated_by_chatgpt
R0083,alimentador,Operador A,2025-10-01T07:44:00,7,2,15,16.65,54,66.07,33,20,58,synthetic_generated_by_chatgpt
R0083,alimentador,Operador A,2025-10-01T08:04:00,8,2,15,16.65,54,71.02,36,20,58,synthetic_generated_by_chatgpt
R0083,alimentador,Operador A,2025-10-01T08:24:00,8,2,15,16.65,54,71.21,34,20,58,synthetic_generated_by_chatgpt
R0083,alimentador,Operador A,2025-10-01T08:44:00,8,2,15,16.65,54,60.3,25,20,58,synthetic_generated_by_chatgpt
R0083,alimentador,Operador A,2025-10-01T09:04:00,9,2,15,16.65,54,67.55,33,20,58,synthetic_generated_by_chatgpt
R0083,alimentador,Operador A,2025-10-01T09:24:00,9,2,15,16.65,54,56.62,22,20,58,synthetic_generated_by_chatgpt
R0083,alimentador,Operador A,2025-10-01T09:44:00,9,2,15,16.65,54,66.23,29,20,58,synthetic_generated_by_chatgpt
R0083,alimentador,Operador A,2025-10-01T10:04:00,10,2,15,16.65,54,54.06,29,20,58,synthetic_generated_by_chatgpt
R0083,alimentador,Operador A,2025-10-01T10:24:00,10,2,15,16.65,54,53.67,29,20,58,synthetic_generated_by_chatgpt
R0083,alimentador,Operador A,2025-10-01T10:44:00,10,2,15,16.65,54,53.05,31,20,58,synthetic_generated_by_chatgpt
R0083,alimentador,Operador A,2025-10-01T11:04:00,11,2,15,16.65,54,57.79,32,20,58,synthetic_generated_by_chatgpt
R0083,alimentador,Operador A,2025-10-01T11:24:00,11,2,15,16.65,54,66.99,40,20,58,synthetic_generated_by_chatgpt
R0083,alimentador,Operador A,2025-10-01T11:44:00,11,2,15,16.65,54,51.3,30,20,58,synthetic_generated_by_chatgpt
R0083,alimentador,Operador A,2025-10-01T12:04:00,12,2,15,16.65,54,54.09,35,20,58,synthetic_generated_by_chatgpt
R0083,alimentador,Operador A,2025-10-01T12:24:00,12,2,15,16.65,54,54.16,35,20,58,synthetic_generated_by_chatgpt
R0083,alimentador,Operador A,2025-10-01T12:44:00,12,2,15,16.65,54,50.97,32,20,58,synthetic_generated_by_chatgpt
R0083,alimentador,Operador A,2025-10-01T13:04:00,13,2,15,16.65,54,55.33,33,20,58,synthetic_generated_by_chatgpt
R0083,alimentador,Operador A,2025-10-01T13:24:00,13,2,15,16.65,54,44.04,32,20,58,synthetic_generated_by_chatgpt
R0083,alimentador,Operador A,2025-10-01T13:44:00,13,2,15,16.65,54,55.03,26,20,58,synthetic_generated_by_chatgpt
R0083,alimentador,Operador A,2025-10-01T14:04:00,14,2,15,16.65,54,56.17,37,20,58,synthetic_generated_by_chatgpt
R0083,alimentador,Operador A,2025-10-01T14:24:00,14,2,15,16.65,54,55.02,39,20,58,synthetic_generated_by_chatgpt
R0083,alimentador,Operador A,2025-10-01T14:44:00,14,2,15,16.65,54,59.67,26,20,58,synthetic_generated_by_chatgpt
R0083,alimentador,Operador A,2025-10-01T15:04:00,15,2,15,16.65,54,51.0,36,20,58,synthetic_generated_by_chatgpt
R0083,alimentador,Operador A,2025-10-01T15:24:00,15,2,15,16.65,54,54.44,42,20,58,synthetic_generated_by_chatgpt
R0083,alimentador,Operador A,2025-10-01T15:44:00,15,2,15,16.65,54,49.37,28,20,58,synthetic_generated_by_chatgpt
R0083,alimentador,Operador A,2025-10-01T16:04:00,16,2,15,16.65,54,68.17,42,20,58,synthetic_generated_by_chatgpt
R0083,alimentador,Operador A,2025-10-01T16:24:00,16,2,15,16.65,54,61.4,40,20,58,synthetic_generated_by_chatgpt
R0083,alimentador,Operador A,2025-10-01T16:44:00,16,2,15,16.65,54,72.18,29,20,58,synthetic_generated_by_chatgpt
R0083,alimentador,Operador A,2025-10-01T17:04:00,17,2,15,16.65,54,63.34,44,20,58,synthetic_generated_by_chatgpt
R0083,alimentador,Operador A,2025-10-01T17:24:00,17,2,15,16.65,54,60.54,30,20,58,synthetic_generated_by_chatgpt
R0083,alimentador,Operador A,2025-10-01T17:44:00,17,2,15,16.65,54,68.64,23,20,58,synthetic_generated_by_chatgpt
R0083,alimentador,Operador A,2025-10-01T18:04:00,18,2,15,16.65,54,61.72,32,20,58,synthetic_generated_by_chatgpt
R0083,alimentador,Operador A,2025-10-01T18:24:00,18,2,15,16.65,54,73.63,32,20,58,synthetic_generated_by_chatgpt
R0083,alimentador,Operador A,2025-10-01T18:44:00,18,2,15,16.65,54,73.01,37,20,58,synthetic_generated_by_chatgpt
R0083,alimentador,Operador A,2025-10-01T19:04:00,19,2,15,16.65,54,72.53,29,20,58,synthetic_generated_by_chatgpt
R0083,alimentador,Operador A,2025-10-01T19:24:00,19,2,15,16.65,54,52.89,32,20,58,synthetic_generated_by_chatgpt
R0083,alimentador,Operador A,2025-10-01T19:44:00,19,2,15,16.65,54,68.87,37,20,58,synthetic_generated_by_chatgpt
R0083,alimentador,Operador A,2025-10-01T20:04:00,20,2,15,16.65,54,55.4,22,20,58,synthetic_generated_by_chatgpt
R0083,alimentador,Operador A,2025-10-01T20:24:00,20,2,15,16.65,54,53.8,38,20,58,synthetic_generated_by_chatgpt
R0083,alimentador,Operador A,2025-10-01T20:44:00,20,2,15,16.65,54,51.87,40,20,58,synthetic_generated_by_chatgpt
R0083,alimentador,Operador A,2025-10-01T21:04:00,21,2,15,16.65,54,54.79,33,20,58,synthetic_generated_by_chatgpt
R0083,alimentador,Operador A,2025-10-01T21:24:00,21,2,15,16.65,54,55.37,31,20,58,synthetic_generated_by_chatgpt
R0083,alimentador,Operador A,2025-10-01T21:44:00,21,2,15,16.65,54,59.37,26,20,58,synthetic_generated_by_chatgpt
R0083,alimentador,Operador A,2025-10-01T22:04:00,22,2,15,16.65,54,61.15,28,20,58,synthetic_generated_by_chatgpt
R0083,alimentador,Operador A,2025-10-01T22:24:00,22,2,15,16.65,54,55.7,32,20,58,synthetic_generated_by_chatgpt
R0083,alimentador,Operador A,2025-10-01T22:44:00,22,2,15,16.65,54,52.34,22,20,58,synthetic_generated_by_chatgpt
R0083,alimentador,Operador A,2025-10-01T23:04:00,23,2,15,16.65,54,53.08,37,20,58,synthetic_generated_by_chatgpt
R0084,sitp_complementaria,Empresa SITP,2025-10-01T05:00:00,5,2,11,9.41,33,34.25,23,12,77,synthetic_generated_by_chatgpt
R0084,sitp_complementaria,Empresa SITP,2025-10-01T05:12:00,5,2,11,9.41,33,31.14,20,12,77,synthetic_generated_by_chatgpt
R0084,sitp_complementaria,Empresa SITP,2025-10-01T05:24:00,5,2,11,9.41,33,30.78,22,12,77,synthetic_generated_by_chatgpt
R0084,sitp_complementaria,Empresa SITP,2025-10-01T05:36:00,5,2,11,9.41,33,28.95,20,12,77,synthetic_generated_by_chatgpt
R0084,sitp_complementaria,Empresa SITP,2025-10-01T05:48:00,5,2,11,9.41,33,32.79,13,12,77,synthetic_generated_by_chatgpt
R0084,sitp_complementaria,Empresa SITP,2025-10-01T06:00:00,6,2,11,9.41,33,47.54,30,12,77,synthetic_generated_by_chatgpt
R0084,sitp_complementaria,Empresa SITP,2025-10-01T06:12:00,6,2,11,9.41,33,44.94,10,12,77,synthetic_generated_by_chatgpt
R0084,sitp_complementaria,Empresa SITP,2025-10-01T06:24:00,6,2,11,9.41,33,37.05,11,12,77,synthetic_generated_by_chatgpt
R0084,sitp_complementaria,Empresa SITP,2025-10-01T06:36:00,6,2,11,9.41,33,39.0,18,12,77,synthetic_generated_by_chatgpt
R0084,sitp_complementaria,Empresa SITP,2025-10-01T06:48:00,6,2,11,9.41,33,32.08,14,12,77,synthetic_generated_by_chatgpt
R0084,sitp_complementaria,Empresa SITP,2025-10-01T07:00:00,7,2,11,9.41,33,40.03,28,12,77,synthetic_generated_by_chatgpt
R0084,sitp_complementaria,Empresa SITP,2025-10-01T07:12:00,7,2,11,9.41,33,34.8,12,12,77,synthetic_generated_by_chatgpt
R0084,sitp_complementaria,Empresa SITP,2025-10-01T07:24:00,7,2,11,9.41,33,39.24,13,12,77,synthetic_generated_by_chatgpt
R0084,sitp_complementaria,Empresa SITP,2025-10-01T07:36:00,7,2,11,9.41,33,45.92,22,12,77,synthetic_generated_by_chatgpt
R0084,sitp_complementaria,Empresa SITP,2025-10-01T07:48:00,7,2,11,9.41,33,44.16,30,12,77,synthetic_generated_by_chatgpt
R0084,sitp_complementaria,Empresa SITP,2025-10-01T08:00:00,8,2,11,9.41,33,45.16,12,12,77,synthetic_generated_by_chatgpt
R0084,sitp_complementaria,Empresa SITP,2025-10-01T08:12:00,8,2,11,9.41,33,42.91,15,12,77,synthetic_generated_by_chatgpt
R0084,sitp_complementaria,Empresa SITP,2025-10-01T08:24:00,8,2,11,9.41,33,36.53,14,12,77,synthetic_generated_by_chatgpt
R0084,sitp_complementaria,Empresa SITP,2025-10-01T08:36:00,8,2,11,9.41,33,37.43,21,12,77,synthetic_generated_by_chatgpt
R0084,sitp_complementaria,Empresa SITP,2025-10-01T08:48:00,8,2,11,9.41,33,39.83,17,12,77,synthetic_generated_by_chatgpt
R0084,sitp_complementaria,Empresa SITP,2025-10-01T09:00:00,9,2,11,9.41,33,46.05,19,12,77,synthetic_generated_by_chatgpt
R0084,sitp_complementaria,Empresa SITP,2025-10-01T09:12:00,9,2,11,9.41,33,46.47,15,12,77,synthetic_generated_by_chatgpt
R0084,sitp_complementaria,Empresa SITP,2025-10-01T09:24:00,9,2,11,9.41,33,42.87,25,12,77,synthetic_generated_by_chatgpt
R0084,sitp_complementaria,Empresa SITP,2025-10-01T09:36:00,9,2,11,9.41,33,39.08,12,12,77,synthetic_generated_by_chatgpt
R0084,sitp_complementaria,Empresa SITP,2025-10-01T09:48:00,9,2,11,9.41,33,39.17,26,12,77,synthetic_generated_by_chatgpt
R0084,sitp_complementaria,Empresa SITP,2025-10-01T10:00:00,10,2,11,9.41,33,31.43,11,12,77,synthetic_generated_by_chatgpt
R0084,sitp_complementaria,Empresa SITP,2025-10-01T10:12:00,10,2,11,9.41,33,38.57,14,12,77,synthetic_generated_by_chatgpt
R0084,sitp_complementaria,Empresa SITP,2025-10-01T10:24:00,10,2,11,9.41,33,34.11,13,12,77,synthetic_generated_by_chatgpt
R0084,sitp_complementaria,Empresa SITP,2025-10-01T10:36:00,10,2,11,9.41,33,29.82,18,12,77,synthetic_generated_by_chatgpt
R0084,sitp_complementaria,Empresa SITP,2025-10-01T10:48:00,10,2,11,9.41,33,29.93,17,12,77,synthetic_generated_by_chatgpt
R0084,sitp_complementaria,Empresa SITP,2025-10-01T11:00:00,11,2,11,9.41,33,32.23,14,12,77,synthetic_generated_by_chatgpt
R0084,sitp_complementaria,Empresa SITP,2025-10-01T11:12:00,11,2,11,9.41,33,29.34,11,12,77,synthetic_generated_by_chatgpt
R0084,sitp_complementaria,Empresa SITP,2025-10-01T11:24:00,11,2,11,9.41,33,33.51,17,12,77,synthetic_generated_by_chatgpt
R0084,sitp_complementaria,Empresa SITP,2025-10-01T11:36:00,11,2,11,9.41,33,31.29,12,12,77,synthetic_generated_by_chatgpt
R0084,sitp_complementaria,Empresa SITP,2025-10-01T11:48:00,11,2,11,9.41,33,34.88,14,12,77,synthetic_generated_by_chatgpt
R0084,sitp_complementaria,Empresa SITP,2025-10-01T12:00:00,12,2,11,9.41,33,32.11,17,12,77,synthetic_generated_by_chatgpt
R0084,sitp_complementaria,Empresa SITP,2025-10-01T12:12:00,12,2,11,9.41,33,35.55,14,12,77,synthetic_generated_by_chatgpt
R0084,sitp_complementaria,Empresa SITP,2025-10-01T12:24:00,12,2,11,9.41,33,31.11,15,12,77,synthetic_generated_by_chatgpt
R0084,sitp_complementaria,Empresa SITP,2025-10-01T12:36:00,12,2,11,9.41,33,39.22,12,12,77,synthetic_generated_by_chatgpt
R0084,sitp_complementaria,Empresa SITP,2025-10-01T12:48:00,12,2,11,9.41,33,31.22,15,12,77,synthetic_generated_by_chatgpt
R0084,sitp_complementaria,Empresa SITP,2025-10-01T13:00:00,13,2,11,9.41,33,31.96,14,12,77,synthetic_generated_by_chatgpt
R0084,sitp_complementaria,Empresa SITP,2025-10-01T13:12:00,13,2,11,9.41,33,29.95,13,12,77,synthetic_generated_by_chatgpt
R0084,sitp_complementaria,Empresa SITP,2025-10-01T13:24:00,13,2,11,9.41,33,35.83,11,12,77,synthetic_generated_by_chatgpt
R0084,sitp_complementaria,Empresa SITP,2025-10-01T13:36:00,13,2,11,9.41,33,31.58,11,12,77,synthetic_generated_by_chatgpt
R0084,sitp_complementaria,Empresa SITP,2025-10-01T13:48:00,13,2,11,9.41,33,34.38,12,12,77,synthetic_generated_by_chatgpt
R0084,sitp_complementaria,Empresa SITP,2025-10-01T14:00:00,14,2,11,9.41,33,34.11,13,12,77,synthetic_generated_by_chatgpt
R0084,sitp_complementaria,Empresa SITP,2025-10-01T14:12:00,14,2,11,9.41,33,24.97,12,12,77,synthetic_generated_by_chatgpt
R0084,sitp_complementaria,Empresa SITP,2025-10-01T14:24:00,14,2,11,9.41,33,30.01,15,12,77,synthetic_generated_by_chatgpt
R0084,sitp_complementaria,Empresa SITP,2025-10-01T14:36:00,14,2,11,9.41,33,34.71,18,12,77,synthetic_generated_by_chatgpt
R0084,sitp_complementaria,Empresa SITP,2025-10-01T14:48:00,14,2,11,9.41,33,34.76,10,12,77,synthetic_generated_by_chatgpt
R0084,sitp_complementaria,Empresa SITP,2025-10-01T15:00:00,15,2,11,9.41,33,36.89,20,12,77,synthetic_generated_by_chatgpt
R0084,sitp_complementaria,Empresa SITP,2025-10-01T15:12:00,15,2,11,9.41,33,35.61,22,12,77,synthetic_generated_by_chatgpt
R0084,sitp_complementaria,Empresa SITP,2025-10-01T15:24:00,15,2,11,9.41,33,31.6,18,12,77,synthetic_generated_by_chatgpt
R0084,sitp_complementaria,Empresa SITP,2025-10-01T15:36:00,15,2,11,9.41,33,32.47,16,12,77,synthetic_generated_by_chatgpt
R0084,sitp_complementaria,Empresa SITP,2025-10-01T15:48:00,15,2,11,9.41,33,27.17,7,12,77,synthetic_generated_by_chatgpt
R0084,sitp_complementaria,Empresa SITP,2025-10-01T16:00:00,16,2,11,9.41,33,44.91,12,12,77,synthetic_generated_by_chatgpt
R0084,sitp_complementaria,Empresa SITP,2025-10-01T16:12:00,16,2,11,9.41,33,35.71,16,12,77,synthetic_generated_by_chatgpt
R0084,sitp_complementaria,Empresa SITP,2025-10-01T16:24:00,16,2,11,9.41,33,48.28,17,12,77,synthetic_generated_by_chatgpt
R0084,sitp_complementaria,Empresa SITP,2025-10-01T16:36:00,16,2,11,9.41,33,36.92,20,12,77,synthetic_generated_by_chatgpt
R0084,sitp_complementaria,Empresa SITP,2025-10-01T16:48:00,16,2,11,9.41,33,50.0,15,12,77,synthetic_generated_by_chatgpt
R0084,sitp_complementaria,Empresa SITP,2025-10-01T17:00:00,17,2,11,9.41,33,37.1,18,12,77,synthetic_generated_by_chatgpt
R0084,sitp_complementaria,Empresa SITP,2025-10-01T17:12:00,17,2,11,9.41,33,38.83,19,12,77,synthetic_generated_by_chatgpt
R0084,sitp_complementaria,Empresa SITP,2025-10-01T17:24:00,17,2,11,9.41,33,42.53,11,12,77,synthetic_generated_by_chatgpt
R0084,sitp_complementaria,Empresa SITP,2025-10-01T17:36:00,17,2,11,9.41,33,41.77,20,12,77,synthetic_generated_by_chatgpt
R0084,sitp_complementaria,Empresa SITP,2025-10-01T17:48:00,17,2,11,9.41,33,35.11,21,12,77,synthetic_generated_by_chatgpt
R0084,sitp_complementaria,Empresa SITP,2025-10-01T18:00:00,18,2,11,9.41,33,34.8,12,12,77,synthetic_generated_by_chatgpt
R0084,sitp_complementaria,Empresa SITP,2025-10-01T18:12:00,18,2,11,9.41,33,38.45,22,12,77,synthetic_generated_by_chatgpt
R0084,sitp_complementaria,Empresa SITP,2025-10-01T18:24:00,18,2,11,9.41,33,41.61,14,12,77,synthetic_generated_by_chatgpt
R0084,sitp_complementaria,Empresa SITP,2025-10-01T18:36:00,18,2,11,9.41,33,46.05,16,12,77,synthetic_generated_by_chatgpt
R0084,sitp_complementaria,Empresa SITP,2025-10-01T18:48:00,18,2,11,9.41,33,28.8,23,12,77,synthetic_generated_by_chatgpt
R0084,sitp_complementaria,Empresa SITP,2025-10-01T19:00:00,19,2,11,9.41,33,38.35,13,12,77,synthetic_generated_by_chatgpt
R0084,sitp_complementaria,Empresa SITP,2025-10-01T19:12:00,19,2,11,9.41,33,36.18,19,12,77,synthetic_generated_by_chatgpt
R0084,sitp_complementaria,Empresa SITP,2025-10-01T19:24:00,19,2,11,9.41,33,43.3,19,12,77,synthetic_generated_by_chatgpt
R0084,sitp_complementaria,Empresa SITP,2025-10-01T19:36:00,19,2,11,9.41,33,43.61,20,12,77,synthetic_generated_by_chatgpt
R0084,sitp_complementaria,Empresa SITP,2025-10-01T19:48:00,19,2,11,9.41,33,44.64,14,12,77,synthetic_generated_by_chatgpt
R0084,sitp_complementaria,Empresa SITP,2025-10-01T20:00:00,20,2,11,9.41,33,31.02,20,12,77,synthetic_generated_by_chatgpt
R0084,sitp_complementaria,Empresa SITP,2025-10-01T20:12:00,20,2,11,9.41,33,30.39,13,12,77,synthetic_generated_by_chatgpt
R0085,cable,Empresa SITP,2025-10-01T05:44:00,5,2,18,19.94,81,73.51,15,7,149,synthetic_generated_by_chatgpt
R0085,cable,Empresa SITP,2025-10-01T05:51:00,5,2,18,19.94,81,92.89,17,7,149,synthetic_generated_by_chatgpt
R0085,cable,Empresa SITP,2025-10-01T05:58:00,5,2,18,19.94,81,84.25,19,7,149,synthetic_generated_by_chatgpt
R0085,cable,Empresa SITP,2025-10-01T06:05:00,6,2,18,19.94,81,104.42,23,7,149,synthetic_generated_by_chatgpt
R0085,cable,Empresa SITP,2025-10-01T06:12:00,6,2,18,19.94,81,106.96,23,7,149,synthetic_generated_by_chatgpt
R0085,cable,Empresa SITP,2025-10-01T06:19:00,6,2,18,19.94,81,85.62,22,7,149,synthetic_generated_by_chatgpt
R0085,cable,Empresa SITP,2025-10-01T06:26:00,6,2,18,19.94,81,116.32,21,7,149,synthetic_generated_by_chatgpt
R0085,cable,Empresa SITP,2025-10-01T06:33:00,6,2,18,19.94,81,131.47,14,7,149,synthetic_generated_by_chatgpt
R0085,cable,Empresa SITP,2025-10-01T06:40:00,6,2,18,19.94,81,85.0,17,7,149,synthetic_generated_by_chatgpt
R0085,cable,Empresa SITP,2025-10-01T06:47:00,6,2,18,19.94,81,99.57,24,7,149,synthetic_generated_by_chatgpt
R0085,cable,Empresa SITP,2025-10-01T06:54:00,6,2,18,19.94,81,95.46,12,7,149,synthetic_generated_by_chatgpt
R0085,cable,Empresa SITP,2025-10-01T07:01:00,7,2,18,19.94,81,90.8,14,7,149,synthetic_generated_by_chatgpt
R0085,cable,Empresa SITP,2025-10-01T07:08:00,7,2,18,19.94,81,102.45,17,7,149,synthetic_generated_by_chatgpt
R0085,cable,Empresa SITP,2025-10-01T07:15:00,7,2,18,19.94,81,106.79,20,7,149,synthetic_generated_by_chatgpt
R0085,cable,Empresa SITP,2025-10-01T07:22:00,7,2,18,19.94,81,97.54,20,7,149,synthetic_generated_by_chatgpt
R0085,cable,Empresa SITP,2025-10-01T07:29:00,7,2,18,19.94,81,100.38,20,7,149,synthetic_generated_by_chatgpt
R0085,cable,Empresa SITP,2025-10-01T07:36:00,7,2,18,19.94,81,103.03,21,7,149,synthetic_generated_by_chatgpt
R0085,cable,Empresa SITP,2025-10-01T07:43:00,7,2,18,19.94,81,103.97,22,7,149,synthetic_generated_by_chatgpt
R0085,cable,Empresa SITP,2025-10-01T07:50:00,7,2,18,19.94,81,88.13,15,7,149,synthetic_generated_by_chatgpt
R0085,cable,Empresa SITP,2025-10-01T07:57:00,7,2,18,19.94,81,100.94,22,7,149,synthetic_generated_by_chatgpt
R0085,cable,Empresa SITP,2025-10-01T08:04:00,8,2,18,19.94,81,118.01,13,7,149,synthetic_generated_by_chatgpt
R0085,cable,Empresa SITP,2025-10-01T08:11:00,8,2,18,19.94,81,111.31,15,7,149,synthetic_generated_by_chatgpt
R0085,cable,Empresa SITP,2025-10-01T08:18:00,8,2,18,19.94,81,111.18,19,7,149,synthetic_generated_by_chatgpt
R0085,cable,Empresa SITP,2025-10-01T08:25:00,8,2,18,19.94,81,91.64,16,7,149,synthetic_generated_by_chatgpt
R0085,cable,Empresa SITP,2025-10-01T08:32:00,8,2,18,19.94,81,108.65,19,7,149,synthetic_generated_by_chatgpt
R0085,cable,Empresa SITP,2025-10-01T08:39:00,8,2,18,19.94,81,116.93,16,7,149,synthetic_generated_by_chatgpt
R0085,cable,Empresa SITP,2025-10-01T08:46:00,8,2,18,19.94,81,100.61,20,7,149,synthetic_generated_by_chatgpt
R0085,cable,Empresa SITP,2025-10-01T08:53:00,8,2,18,19.94,81,109.65,12,7,149,synthetic_generated_by_chatgpt
R0085,cable,Empresa SITP,2025-10-01T09:00:00,9,2,18,19.94,81,101.97,25,7,149,synthetic_generated_by_chatgpt
R0085,cable,Empresa SITP,2025-10-01T09:07:00,9,2,18,19.94,81,106.13,18,7,149,synthetic_generated_by_chatgpt
R0085,cable,Empresa SITP,2025-10-01T09:14:00,9,2,18,19.94,81,97.99,20,7,149,synthetic_generated_by_chatgpt
R0085,cable,Empresa SITP,2025-10-01T09:21:00,9,2,18,19.94,81,98.8,19,7,149,synthetic_generated_by_chatgpt
R0085,cable,Empresa SITP,2025-10-01T09:28:00,9,2,18,19.94,81,77.39,14,7,149,synthetic_generated_by_chatgpt
